"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2023 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2023 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
5347,,335273,VERRAZANO NURSING AND POST - ACUTE CENTER,100 CASTLETON AVENUE,STATEN ISLAND,NY,10301,0.19494,,0.20090,,23.39120,,0.00000,,23.39120,,0.9825032615,
3044,,335274,SAN SIMEON BY THE SOUND CENTER FOR NURSING & REHAB,61700 ROUTE 48,GREENPORT,NY,11944,0.14943,,0.19021,,48.89080,,0.00000,,48.89080,,0.9980994766,
7099,,335275,SAPPHIRE NURSING AT WAPPINGERS,37 MESIER AVENUE,WAPPINGERS FALLS,NY,12590,0.18692,,0.21701,,0.00000,,0.00000,,0.00000,,0.9802564842,
2970,,335279,MAYFAIR CARE CENTER,100 BALDWIN ROAD,HEMPSTEAD,NY,11550,0.19857,,0.18989,,49.65412,,26.34706,,49.65412,,0.9988297208,
7099,,335280,TROY CENTER FOR REHABILITATION AND NURSING,49 MARVIN AVENUE,TROY,NY,12180,0.18314,,0.25061,,0.00000,,0.00000,,0.00000,,0.9802564842,
2975,,335281,ABSOLUT CTR FOR NURSING & REHAB AURORA PARK L L C,292 MAIN STREET,EAST AURORA,NY,14052,0.18009,,0.18991,,49.60641,,0.00000,,49.60641,,0.9987840302,
3932,,335283,ST CAMILLUS RESIDENTIAL HEALTH CARE FACILITY,813 FAY ROAD,SYRACUSE,NY,13219,0.23922,,0.20936,,0.00000,,38.69330,,38.69330,,0.9893520311,
1,,335284,CENTRAL ISLAND HEALTHCARE,825 OLD COUNTRY RD,PLAINVIEW,NY,11803,0.17976,,0.16972,,100.00000,,90.00000,,100.00000,,1.0180656313,
777,,335285,PINE VALLEY CENTER FOR REHABILITATION AND NURSING,661 N MAIN ST,SPRING VALLEY,NY,10977,0.17221,,0.17574,,83.40710,,0.00000,,83.40710,,1.0170114728,
7099,,335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,0.20850,,0.22428,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,335287,PARK GARDENS REHABILITATION & NURSING CENTER L L C,6585 BROADWAY,RIVERDALE,NY,10471,0.18925,,0.21142,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,335288,SHORE VIEW NURSING & REHABILITATION CENTER,2865 BRIGHTON 3RD STREET,BROOKLYN,NY,11235,0.21536,,0.22879,,0.00000,,0.00000,,0.00000,,0.9802564842,
1139,,335290,THE CHATEAU AT BROOKLYN REHAB AND NURSING CENTER,3457 NOSTRAND AVENUE,BROOKLYN,NY,11229,0.19151,,0.17929,,74.93904,,54.23413,,74.93904,,1.0153986503,
5795,,335291,WILLOW POINT REHABILITATION AND NURSING CENTER,3700 OLD VESTAL ROAD,VESTAL,NY,13850,0.20072,,0.20284,,18.76358,,0.00000,,18.76358,,0.9816149907,
3045,,335292,PROMENADE REHABILITATION AND HEALTH CARE CENTER,140 BEACH 114TH STREET,ROCKAWAY PARK,NY,11694,0.23000,,0.19815,,29.95097,,48.87348,,48.87348,,0.9980829297,
449,,335294,LONG ISLAND CARE CENTER INC,144-61 38TH AVE,FLUSHING,NY,11354,0.15475,,0.17089,,94.97615,,0.00000,,94.97615,,1.0179000782,
785,,335296,"THE NEW JEWISH HOME, SARAH NEUMAN",845 PALMER AVENUE,MAMARONECK,NY,10543,0.21158,,0.17582,,83.21627,,82.86241,,83.21627,,1.0169871014,
1,,335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,0.18442,,0.16686,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,335299,"NEW GLEN OAKS NURSING HOME, INC",260 01 79TH AVENUE,GLEN OAKS,NY,11004,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.22224,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
7099,,335300,FORT HUDSON NURSING CENTER INC,319 UPPER BROADWAY,FORT EDWARD,NY,12828,0.17871,,0.22350,,0.00000,,0.00000,,0.00000,,0.9802564842,
2432,,335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,0.16386,,0.18739,,55.61755,,0.00000,,55.61755,,1.0044057618,
913,,335306,GLENS FALLS CENTER FOR REHABILITATION AND NURSING,152 SHERMAN AVENUE,GLENS FALLS,NY,12801,0.18755,,0.17717,,79.99602,,57.26755,,79.99602,,1.0165039673,
1169,,335309,STEUBEN CENTER FOR REHABILITATION AND HEALTHCARE,7009 RUMSEY STREET EXTENSION,BATH,NY,14810,0.15591,,0.17960,,74.19958,,0.00000,,74.19958,,1.0151925999,
4495,,335310,FOREST VIEW CENTER FOR REHABILITATION & NURSING,71 20 110TH STREET,FOREST HILLS,NY,11375,0.21333,,0.19737,,31.81156,,32.59717,,32.59717,,0.9857206117,
4631,,335311,TOLSTOY FOUNDATION REHABILITATION AND NRSG CENTER,100 LAKE ROAD,VALLEY COTTAGE,NY,10989,0.22579,,0.20597,,11.29738,,31.09543,,31.09543,,0.9850275687,
1503,,335312,THE ENCLAVE AT RYE REHAB AND NURSING CTR,1000 HIGH ST,PORT CHESTER,NY,10573,0.21125,,0.18211,,68.21230,,67.18231,,68.21230,,1.0129843671,
7099,,335316,ROSCOE REGIONAL REHAB & RESIDENTIAL H C F,420 ROCKLAND ROAD,ROSCOE,NY,12776,0.18001,,0.21011,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,335317,PARK TERRACE CARE CENTER,59 20 VAN DOREN STREET,CORONA,NY,11368,0.18995,,0.21968,,0.00000,,0.00000,,0.00000,,0.9802564842,
3616,,335320,SPRAIN BROOK MANOR REHAB,77 JACKSON AVE,SCARSDALE,NY,10583,0.28716,,0.23202,,0.00000,,42.42002,,42.42002,,0.9922278625,
4629,,335321,SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,3525 BAYCHESTER AVE,BRONX,NY,10466,0.19990,,0.19766,,31.11980,,2.71881,,31.11980,,0.9850382230,
1614,,335322,MAPLE CITY REHABILITATION AND NURSING CENTER,434 MONROE AVENUE,HORNELL,NY,14843,0.17564,,0.18284,,66.47098,,0.00000,,66.47098,,1.0121330335,
1699,,335323,THE ELEANOR NURSING CARE CENTER,419 NORTH QUAKER LANE,HYDE PARK,NY,12538,0.22832,,0.18799,,54.18632,,65.21240,,65.21240,,1.0114517626,
1,,335325,THE PINES AT GLENS FALLS CTR FOR NURSING & REHAB,170 WARREN STREET,GLENS FALLS,NY,12801,0.18892,,0.17053,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,335326,ELDERWOOD AT WILLIAMSVILLE,200 BASSETT ROAD,WILLIAMSVILLE,NY,14221,0.16575,,0.23558,,0.00000,,0.00000,,0.00000,,0.9802564842,
3461,,335327,BRIDGE VIEW NURSING HOME,143 10 20TH AVE,WHITESTONE,NY,11357,0.19736,,0.19220,,44.14392,,14.48640,,44.14392,,0.9937056423,
6356,,335328,PALM GARDENS CENTER FOR NURSING AND REHABILITATION,615 AVENUE C,BROOKLYN,NY,11218,0.26380,,0.24730,,0.00000,,12.75721,,12.75721,,0.9809029431,
6708,,335330,CORNING CENTER FOR REHABILITATION AND HEALTHCARE,205 EAST FIRST STREET,CORNING,NY,14830,0.19574,,0.20708,,8.64962,,0.00000,,8.64962,,0.9806035740,
709,,335331,GRANVILLE CENTER FOR REHABILITATION AND NURSING,17 MADISON STREET,GRANVILLE,NY,12832,0.20063,,0.17479,,85.67320,,81.85714,,85.67320,,1.0172699331,
6182,,335332,EGER HEALTH CARE AND REHABILITATION CENTER,140 MEISNER AVENUE,STATEN ISLAND,NY,10306,0.18446,,0.20460,,14.56533,,0.00000,,14.56533,,0.9810768688,
7099,,335333,HOLLIS PARK MANOR NURSING HOME,191 06 HILLSIDE AVENUE,HOLLIS,NY,11423,0.20575,,0.22505,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,335334,THE RIVERSIDE,150 RIVERSIDE DRIVE,NEW YORK,NY,10024,0.15551,,0.16179,,100.00000,,0.00000,,100.00000,,1.0180656313,
1421,,335336,MARGARET TIETZ CENTER FOR NURSING CARE INC,164 11 CHAPIN PARKWAY,JAMAICA,NY,11432,0.19123,,0.18155,,69.54810,,42.56757,,69.54810,,1.0135690324,
4017,,335337,SCHAFFER EXTENDED CARE CENTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,0.15561,,0.19495,,37.58415,,0.00000,,37.58415,,0.9885902940,
5076,,335338,BISHOP REHABILITATION AND NURSING CENTER,918 JAMES STREET,SYRACUSE,NY,13203,0.25725,,0.23021,,0.00000,,26.30717,,26.30717,,0.9832782725,
7099,,335340,"THE COTTAGES AT GARDEN GROVE, A SKILLED NRSG COMM",5460 MELTZER COURT,CICERO,NY,13039,0.20651,,0.23790,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,335342,NORTH WESTCHESTER RESTORATIVE THERAPY & NRSG CRT,3550 LEXINGTON AVENUE,MOHEGAN LAKE,NY,10547,0.19944,,0.15175,,100.00000,,90.00000,,100.00000,,1.0180656313,
3536,,335344,CHASEHEALTH REHAB AND RESIDENTIAL CARE,ONE TERRACE HEIGHTS,NEW BERLIN,NY,13411,0.20416,,0.19256,,43.28518,,29.85577,,43.28518,,0.9929592047,
2091,,335345,M M EWING CONTINUING CARE CENTER,350 PARRISH STREET,CANANDAIGUA,NY,14424,0.20251,,0.18554,,60.03048,,48.65160,,60.03048,,1.0080386603,
7099,,335346,ELDERWOOD AT WAVERLY,37 NORTH CHEMUNG STREET,WAVERLY,NY,14892,0.19923,,0.22170,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,335347,MORRIS PARK REHABILITATION AND NURSING CENTER,1235 PELHAM PARKWAY NORTH,BRONX,NY,10469,0.19088,,0.22301,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,335349,CLIFFSIDE REHAB & RESIDENTIAL HEALTH CARE CENTER,119 - 19 GRAHAM COURT,FLUSHING,NY,11354,0.20250,,0.22978,,0.00000,,0.00000,,0.00000,,0.9802564842,
1031,,335350,SUTTON PARK CENTER FOR NURSING AND REHABILITATION,31 LOCKWOOD AVENUE,NEW ROCHELLE,NY,10801,0.18629,,0.17822,,77.49139,,47.36859,,77.49139,,1.0160176030,
3546,,335351,NATHAN LITTAUER HOSPITAL NURSING HOME,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,0.18671,,0.19259,,43.21362,,0.00000,,43.21362,,0.9928978991,
2101,,335353,HERITAGE VILLAGE REHAB AND SKILLED NURSING INC.,4570 ROUTE 60,GERRY,NY,14740,0.19718,,0.18559,,59.91121,,39.06844,,59.91121,,1.0079486756,
3353,,335357,THE PINES HEALTHCARE & REHAB CENTERS OLEAN CAMPUS,2245 WEST STATE STREET,OLEAN,NY,14760,0.19876,,0.19173,,45.26504,,20.21521,,45.26504,,0.9947076120,
7099,,335358,BRONX PARK REHABILITATION & NURSING CENTER,3845 CARPENTER AVE,BRONX,NY,10467,0.17771,,0.23660,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,335361,CLIFTON SPRINGS HOSPITAL AND CLINIC EXTENDED CARE,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,0.19288,,0.21614,,0.00000,,0.00000,,0.00000,,0.9802564842,
5156,,335363,OZANAM HALL OF QUEENS NURSING HOME INC,42 41 201ST STREET,BAYSIDE,NY,11361,0.18803,,0.20001,,25.51418,,0.00000,,25.51418,,0.9830482294,
4719,,335365,NYACK RIDGE REHABILITATION AND NURSING CENTER,476 CHRISTIAN HERALD ROAD,VALLEY COTTAGE,NY,10989,0.20797,,0.19809,,30.09409,,21.63791,,30.09409,,0.9846061017,
7099,,335369,PARK RIDGE NURSING HOME,1555 LONG POND ROAD,ROCHESTER,NY,14626,0.17628,,0.21096,,0.00000,,0.00000,,0.00000,,0.9802564842,
860,,335371,ABSOLUT CTR FOR NURSING & REHAB ENDICOTT L L C,301 NANTUCKET DRIVE,ENDICOTT,NY,13760,0.17838,,0.17666,,81.21256,,17.93333,,81.21256,,1.0167034308,
7099,,335372,"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",135 VANDERBILT AVE,STATEN ISLAND,NY,10304,0.18235,,0.20921,,0.00000,,0.00000,,0.00000,,0.9802564842,
2387,,335373,BAINBRIDGE NURSING & REHABILITATION CENTER,3518 BAINBRIDGE AVENUE,BRONX,NY,10467,0.20220,,0.18716,,56.16618,,43.02043,,56.16618,,1.0048882593,
6548,,335374,THE PINES AT UTICA CENTER FOR NURSING AND REHAB,1800 BUTTERFIELD AVE,UTICA,NY,13501,0.19818,,0.20620,,10.74874,,0.00000,,10.74874,,0.9807418219,
7099,,335376,SCHOELLKOPF HEALTH CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,0.18940,,0.21010,,0.00000,,0.00000,,0.00000,,0.9802564842,
3218,,335377,COLLAR CITY NURSING AND REHABILITATION CENTER,100 NEW TURNPIKE ROAD,TROY,NY,12182,0.18981,,0.19112,,46.72012,,0.00000,,46.72012,,0.9960466260,
7099,,335378,SODUS REHABILITATION & NURSING CENTER,6884 MAPLE AVE,SODUS,NY,14551,0.22038,,0.21855,,0.00000,,0.00000,,0.00000,,0.9802564842,
5149,,335379,REGO PARK NURSING HOME,111 26 CORONA AVENUE,FLUSHING,NY,11368,0.19941,,0.19999,,25.56189,,0.00000,,25.56189,,0.9830616418,
2472,,335380,NORTHERN METROPOLITAN RES HEALTH CARE FACILITY INC,225 MAPLE AVENUE,MONSEY,NY,10952,0.20634,,0.18760,,55.11662,,47.84828,,55.11662,,1.0039588318,
4725,,335381,SCHULMAN AND SCHACHNE INST FOR NURSING & REHAB,555 ROCKAWAY PARKWAY,BROOKLYN,NY,11212,0.16959,,0.19813,,29.99867,,0.00000,,29.99867,,0.9845675750,
1640,,335382,"THE COMMONS ON ST ANTHONY, A S N F & SHORT T R C",3 ST ANTHONY STREET,AUBURN,NY,13021,0.17266,,0.18300,,66.08932,,0.00000,,66.08932,,1.0119324025,
1,,335383,ST CABRINI NURSING HOME,115 BROADWAY,DOBBS FERRY,NY,10522,0.18770,,0.15887,,100.00000,,90.00000,,100.00000,,1.0180656313,
2527,,335386,THE GRAND REHABILITATION AND NURSING AT MOHAWK,99 SIXTH AVENUE,ILION,NY,13357,0.16617,,0.18779,,54.66340,,0.00000,,54.66340,,1.0035495940,
6017,,335387,PENINSULA NURSING AND REHABILITATION CENTER,50 15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,0.22959,,0.21709,,0.00000,,16.29109,,16.29109,,0.9812729721,
2722,,335388,LACONIA NURSING HOME,1050 EAST 230TH STREET,BRONX,NY,10466,0.20845,,0.18867,,52.56427,,47.64839,,52.56427,,1.0016043926,
3126,,335389,LIVINGSTON HILLS NURSING AND REHABILITATION CENTER,2781 ROUTE 9,LIVINGSTON,NY,12541,0.21350,,0.19101,,46.98251,,47.76865,,47.76865,,0.9970321353,
1,,335390,SURGE REHABILITATION AND NURSING LLC,49 OAKCREST AVE,MIDDLE ISLAND,NY,11953,0.18725,,0.16965,,100.00000,,90.00000,,100.00000,,1.0180656313,
978,,335391,ELDERWOOD AT GRAND ISLAND,2850 GRAND ISLAND BLVD,GRAND ISLAND,NY,14072,0.16716,,0.17773,,78.66022,,0.00000,,78.66022,,1.0162581240,
6949,,335392,CROWN PARK REHABILITATION AND NURSING CENTER,28 KELLOGG ROAD,CORTLAND,NY,13045,0.17593,,0.20834,,5.64405,,0.00000,,5.64405,,0.9804487245,
4554,,335393,"SUSQUEHANNA NURSING & REHABILITATION CENTER, L L C",282 RIVERSIDE DR,JOHNSON CITY,NY,13790,0.18761,,0.19734,,31.88312,,0.00000,,31.88312,,0.9853817357,
2959,,335394,WESLEY HEALTH CARE CENTER INC,131 LAWRENCE STREET,SARATOGA SPRINGS,NY,12866,0.17061,,0.18985,,49.74954,,0.00000,,49.74954,,0.9989211127,
7099,,335396,MONTGOMERY NURSING AND REHABILITATION CENTER,2817 ALBANY POST ROAD,MONTGOMERY,NY,12549,0.20240,,0.21928,,0.00000,,0.00000,,0.00000,,0.9802564842,
1251,,335397,ORCHARD REHABILITATION & NURSING CENTER,600 BATES ROAD,MEDINA,NY,14103,0.18237,,0.18011,,72.98304,,14.66928,,72.98304,,1.0148247035,
6877,,335398,SANS SOUCI REHABILITATION AND NURSING CENTER,115 PARK AVENUE,YONKERS,NY,10703,0.20846,,0.20793,,6.62205,,0.00000,,6.62205,,0.9804942329,
2116,,335399,HUDSON VALLEY REHABILITATION & EXTENDED CARE CTR,"260 VINEYARD AVE, RT 44/55",HIGHLAND,NY,12528,0.19784,,0.18564,,59.79194,,40.25223,,59.79194,,1.0078581973,
3750,,335400,"SENECA NURSING & REHABILITATION CENTER, L L C",200 DOUGLAS DRIVE,WATERLOO,NY,13165,0.19298,,0.19359,,40.82825,,0.00000,,40.82825,,0.9909422641,
1,,335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,0.17172,,0.16917,,100.00000,,90.00000,,100.00000,,1.0180656313,
1384,,335402,"OASIS REHABILITATION AND NURSING, LLC",6 FROWEIN ROAD,CENTER MORICHES,NY,11934,0.18837,,0.18115,,70.50225,,36.28073,,70.50225,,1.0139522593,
6387,,335403,WAYNE HEALTH CARE,100 SUNSET DRIVE,NEWARK,NY,14513,0.19260,,0.20550,,12.41850,,0.00000,,12.41850,,0.9808735571,
3258,,335404,RENAISSANCE REHABILITATION AND NURSING CARE CENTER,4975 ALBANY POST ROAD,STAATSBURG,NY,12580,0.19721,,0.19128,,46.33846,,17.52184,,46.33846,,0.9956917802,
1041,,335405,FERNCLIFF NURSING HOME CO INC,21 FERNCLIFF DRIVE,RHINEBECK,NY,12572,0.19713,,0.17835,,77.18129,,66.54286,,77.18129,,1.0159495147,
3884,,335406,WAYNE COUNTY NURSING HOME,1529 NYE ROAD,LYONS,NY,14489,0.18315,,0.19425,,39.25391,,0.00000,,39.25391,,0.9897540344,
3114,,335407,PENFIELD PLACE,1700 PENFIELD RD,PENFIELD,NY,14526,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19060,,47.96051,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",47.96051,,0.9972138622,
7099,,335408,WEDGEWOOD NURSING REHABILITATION CENTER,5 CHURCH STREET,SPENCERPORT,NY,14559,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.23091,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
7099,,335409,SUNNYSIDE CARE CENTER,7000 COLLAMER RD,EAST SYRACUSE,NY,13057,0.22127,,0.22218,,0.00000,,0.00000,,0.00000,,0.9802564842,
2423,,335410,WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG,150 DARK HOLLOW ROAD,PORT JEFFERSON,NY,11777,0.17477,,0.18733,,55.76067,,0.00000,,55.76067,,1.0045323573,
7099,,335411,SEA CREST NURSING AND REHABILITATION CENTER,3035 WEST 24TH ST,BROOKLYN,NY,11224,0.19956,,0.22254,,0.00000,,0.00000,,0.00000,,0.9802564842,
5225,,335412,COOPERSTOWN CENTER FOR REHABILITATION AND NURSING,128 PHOENIX MILLS CROSS ROAD,COOPERSTOWN,NY,13326,0.18448,,0.20032,,24.77472,,0.00000,,24.77472,,0.9828470980,
7099,,335413,WASHINGTON CENTER FOR REHAB AND HEALTHCARE,ROUTE 40,ARGYLE,NY,12809,0.17429,,0.21034,,0.00000,,0.00000,,0.00000,,0.9802564842,
1176,,335415,"LAWRENCE NURSING CARE CENTER, INC",350 BEACH 54TH STREET,ARVERNE,NY,11692,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.17963,,74.12801,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",74.12801,,1.0151719720,
1320,,335416,DRY HARBOR NURSING HOME,61 35 DRY HARBOR ROAD,MIDDLE VILLAGE,NY,11379,0.19829,,0.18065,,71.69494,,59.35607,,71.69494,,1.0143931942,
5256,,335418,"NORTHERN RIVERVIEW HEALTH CARE, INC",87 SOUTH ROUTE 9W,HAVERSTRAW,NY,10927,0.17616,,0.20048,,24.39306,,0.00000,,24.39306,,0.9827481288,
831,,335421,TARRYTOWN HALL CARE CENTER,20 WOOD COURT,TARRYTOWN,NY,10591,0.19860,,0.17630,,82.07130,,75.44733,,82.07130,,1.0168314503,
6782,,335422,RIVER RIDGE LIVING CENTER,100 SANDY DRIVE,AMSTERDAM,NY,12010,0.19263,,0.20754,,7.55235,,0.00000,,7.55235,,0.9805417365,
6988,,335423,PREMIER GENESEE CENTER FOR NRSG AND REHABILITATION,278 BANK STREET,BATAVIA,NY,14020,0.16957,,0.20859,,5.04771,,0.00000,,5.04771,,0.9804230341,
5540,,335424,MARTINE CENTER FOR REHABILITATION AND NURSING,12 TIBBITS AVENUE,WHITE PLAINS,NY,10606,0.17770,,0.20168,,21.53061,,0.00000,,21.53061,,0.9821015761,
1947,,335425,SHAKER PLACE REHABILITATION AND NURSING CENTER,780 ALBANY SHAKER ROAD,ALBANY,NY,12211,0.19644,,0.18472,,61.98648,,40.85290,,61.98648,,1.0094422772,
7099,,335426,FRANKLIN CENTER FOR REHABILITATION AND NURSING,142 27 FRANKLIN AVENUE,FLUSHING,NY,11355,0.20967,,0.22075,,0.00000,,0.00000,,0.00000,,0.9802564842,
571,,335427,ONEIDA HEALTH REHABILITATION AND EXTENDED CARE,323 GENESEE STREET,ONEIDA,NY,13421,0.15582,,0.17300,,89.94302,,0.00000,,89.94302,,1.0176289782,
1,,335428,LEWIS COUNTY GENERAL HOSPITAL - NURSING HOME UNIT,7785 NORTH STATE STREET,LOWVILLE,NY,13367,0.19532,,0.16774,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,335429,ELDERWOOD AT NORTH CREEK,112 SKI BOWL ROAD,NORTH CREEK,NY,12853,0.18405,,0.21441,,0.00000,,0.00000,,0.00000,,0.9802564842,
4840,,335431,SAMARITAN KEEP NURSING HOME INC,133 PRATT ST,WATERTOWN,NY,13601,0.19868,,0.19856,,28.97297,,0.00000,,28.97297,,0.9841707622,
2154,,335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,0.20650,,0.18584,,59.31487,,53.00112,,59.31487,,1.0074913983,
7099,,335433,MCAULEY RESIDENCE,1503 MILITARY ROAD,KENMORE,NY,14217,0.20837,,0.20974,,0.00000,,0.00000,,0.00000,,0.9802564842,
3292,,335434,LITTLE NECK CARE CENTER,260 19 NASSAU BLVD,LITTLE NECK,NY,11362,0.16176,,0.19145,,45.93294,,0.00000,,45.93294,,0.9953174390,
2937,,335436,JAMAICA HOSPITAL NURSING HOME CO INC,89-40 135TH STREET,JAMAICA,NY,11418,0.18634,,0.18972,,50.05963,,0.00000,,50.05963,,0.9992181904,
7099,,335437,ELLICOTT CENTER FOR REHABILITATION AND NURSING,200 SEVENTH STREET,BUFFALO,NY,14201,0.21926,,0.23349,,0.00000,,0.00000,,0.00000,,0.9802564842,
4508,,335438,MEADOWBROOK HEALTHCARE,154 NORTH PROSPECT AVENUE,PLATTSBURGH,NY,12901,0.18688,,0.19709,,32.47946,,0.00000,,32.47946,,0.9856635606,
7099,,335440,THE PINES AT POUGHKEEPSIE CTR FOR NURSING & REHAB,100 FRANKLIN STREET,POUGHKEEPSIE,NY,12601,0.19877,,0.22631,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,335441,CORTLANDT HEALTHCARE,110 OREGON ROAD,CORTLANDT MANOR,NY,10567,0.16686,,0.16080,,100.00000,,90.00000,,100.00000,,1.0180656313,
1,,335442,CHAMPLAIN VALLEY PHYSICIANS HOSP MED CTR S N F,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,0.17001,,0.16696,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,335445,TRIBORO CENTER FOR REHABILITATION AND NURSING,1160 TELLER AVE,BRONX,NY,10456,0.18803,,0.21580,,0.00000,,0.00000,,0.00000,,0.9802564842,
5660,,335446,CYPRESS GARDEN CENTER FOR NURSING AND REHAB,139 66 35TH AVENUE,FLUSHING,NY,11354,0.19457,,0.20223,,20.21866,,0.00000,,20.21866,,0.9818556923,
7099,,335447,KING STREET HOME INC,787 KING STREET,PORT CHESTER,NY,10573,0.22781,,0.23066,,0.00000,,0.00000,,0.00000,,0.9802564842,
6142,,335448,QUEENS NASSAU REHABILITATION AND NURSING CENTER,520 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,0.18593,,0.20443,,14.97085,,0.00000,,14.97085,,0.9811201321,
602,,335449,ACHIEVE REHAB AND NURSING FACILITY,170 LAKE STREET,LIBERTY,NY,12754,0.20104,,0.17344,,88.89345,,86.51194,,88.89345,,1.0175538121,
1137,,335451,GOLDEN HILL NURSING AND REHABILITATION CENTER,99 GOLDEN HILL DRIVE,KINGSTON,NY,12401,0.19232,,0.17927,,74.98675,,55.86754,,74.98675,,1.0154115074,
5180,,335455,CARMEL RICHMOND HEALTHCARE AND REHAB CENTER,88 OLD TOWN ROAD,STATEN ISLAND,NY,10304,0.21912,,0.20450,,14.80387,,25.30680,,25.30680,,0.9829905483,
2543,,335458,THE GRAND REHABILITATION AND NURSING AT PAWLING,9 RESERVOIR ROAD,PAWLING,NY,12564,0.18396,,0.18787,,54.47257,,0.00000,,54.47257,,1.0033759855,
7011,,335459,WESTCHESTER CENTER FOR REHABILITATION & NURSING,10 CLAREMONT AVE,MOUNT VERNON,NY,10550,0.22335,,0.21851,,0.00000,,4.22432,,4.22432,,0.9803899377,
1,,335461,NEW GOUVERNEUR HOSPITAL S N F,227 MADISON STREET,NEW YORK,NY,10002,0.15868,,0.15784,,100.00000,,90.00000,,100.00000,,1.0180656313,
3020,,335462,THE PLAZA REHAB AND NURSING CENTER,100 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,0.19418,,0.19010,,49.15319,,12.51073,,49.15319,,0.9983502570,
2267,,335464,SAPPHIRE NURSING AT MEADOW HILL,172 MEADOW HILL ROAD,NEWBURGH,NY,12550,0.18006,,0.18659,,57.52584,,0.00000,,57.52584,,1.0060491328,
644,,335465,DAUGHTERS OF SARAH NURSING CENTER,180 WASHINGTON AVE EXT,ALBANY,NY,12203,0.19928,,0.17399,,87.58150,,84.04930,,87.58150,,1.0174485585,
1,,335466,KINGSWAY ARMS NURSING CENTER INC,323 KINGS ROAD,SCHENECTADY,NY,12304,0.16727,,0.16309,,100.00000,,90.00000,,100.00000,,1.0180656313,
